Rank,Title,Author,Rating,Rating Count,Score,People Voted,Image
754,"Viciously Yours (Fae Kings of Eden, #1)",Jamie Applegate Hunter (Goodreads Author),3.61,33234,13669,144,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705307599i/205404157._SY75_.jpg
755,"Magical Midlife Awakening (Leveling Up, #9)",K.F. Breene (Goodreads Author),4.62,9695,13656,143,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706048401i/205840559._SY75_.jpg
756,"Consequences (Consequences, #1)",Aleatha Romig (Goodreads Author),3.92,42854,13625,146,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350233855i/12368985._SY75_.jpg
757,"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe (Goodreads Author),4.30,20301,13618,143,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486484628i/34186576._SX50_.jpg
758,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood (Goodreads Author),4.01,276866,13553,175,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668379066i/46756._SY75_.jpg
759,Watchers,Dean Koontz (Goodreads Author),4.19,167942,13523,170,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532695250i/32423._SY75_.jpg
760,"The Killer Angels (The Civil War Trilogy, #2)",Michael Shaara,4.33,88820,13458,174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355371689i/682804._SX50_.jpg
761,Murder on Family Grounds (Mary Wandwalker #3),Susan Rowland (Goodreads Author),4.30,17502,13450,142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705391004i/205338104._SX50_.jpg
762,On Writing: A Memoir of the Craft,Stephen King (Goodreads Author),4.34,302003,13449,176,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436735207i/10569._SY75_.jpg
763,"Left Behind (Left Behind, #1)",Tim LaHaye,3.86,240256,13393,181,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406505054i/27523._SY75_.jpg
764,"Truth (Consequences, #2)",Aleatha Romig (Goodreads Author),4.34,32480,13392,142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398768721i/16070018._SY75_.jpg
765,If on a Winter’s Night a Traveler,Italo Calvino,4.03,104419,13375,165,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312857i/374233._SY75_.jpg
766,"Champion (Legend, #3)",Marie Lu (Goodreads Author),4.31,225982,13345,160,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382652310i/14290364._SY75_.jpg
767,"Better than the Movies (Better than the Movies, #1)",Lynn Painter (Goodreads Author),4.28,548412,13335,144,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618150545i/55710822._SY75_.jpg
768,"The Fiery Cross (Outlander, #5)",Diana Gabaldon (Goodreads Author),4.26,219105,13280,174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407366842i/10967._SY75_.jpg
769,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune (Goodreads Author),4.39,775539,13279,150,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569514209i/45047384._SY75_.jpg
770,"Gone (Gone, #1)",Michael Grant (Goodreads Author),3.87,206191,13256,159,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357796831i/2536134._SY75_.jpg
771,The Shards,Bret Easton Ellis,4.00,32928,13214,139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658241203i/60880820._SX50_.jpg
772,Grimm's Fairy Tales,Jacob Grimm,4.24,215527,13194,221,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386705031i/19351490._SX50_.jpg
773,"Darkfever (Fever, #1)",Karen Marie Moning (Goodreads Author),4.06,185604,13185,170,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1726371112i/112750._SY75_.jpg
774,The Drowning Woman,Robyn Harding (Goodreads Author),4.05,117724,13154,139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681110477i/62874245._SY75_.jpg
775,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce (Goodreads Author),4.27,133760,13106,163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206270i/13831._SY75_.jpg
776,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,4.50,114488,13089,163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518310i/47989._SY75_.jpg
777,"One for the Money (Stephanie Plum, #1)",Janet Evanovich (Goodreads Author),4.05,566271,13085,177,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730230i/6853._SY75_.jpg
778,"Shadowfever (Fever, #5)",Karen Marie Moning (Goodreads Author),4.39,111036,13080,152,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439940228i/7304203._SY75_.jpg
779,John Adams,David McCullough,4.08,368565,13048,180,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478144278i/2203._SX50_.jpg
780,The Wasp Factory,Iain Banks,3.76,102362,13041,157,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434940562i/567678._SY75_.jpg
781,The Long Walk,Richard Bachman (Pseudonym),4.07,206057,13037,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309212400i/9014._SY75_.jpg
781,"Storm Front (The Dresden Files, #1)",Jim Butcher (Goodreads Author),3.97,364403,13037,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572991273i/47212._SY75_.jpg
783,The Iliad,Homer,3.92,478980,13030,170,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625333695i/1371._SX50_.jpg
784,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.16,214968,13008,182,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327784751i/3980._SY75_.jpg
785,"The Dark Tower (The Dark Tower, #7)",Stephen King (Goodreads Author),4.28,180787,12992,165,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372296329i/5091._SY75_.jpg
786,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon (Goodreads Author),4.44,184994,12972,168,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734099153i/10965._SY75_.jpg
787,The Magus,John Fowles,4.05,60938,12964,167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441323311i/16286._SY75_.jpg
788,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.04,91261,12917,181,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338735611i/18545._SY75_.jpg
789,"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,4.08,32543,12912,138,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389883928i/20559676._SY75_.jpg
790,Educated,Tara Westover (Goodreads Author),4.47,1683789,12903,146,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922._SY75_.jpg
791,"Pretties (Uglies, #2)",Scott Westerfeld (Goodreads Author),3.83,272794,12890,175,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388314207i/24768._SX50_.jpg
792,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson (Goodreads Author),4.55,496737,12849,148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628563911i/2767793._SY75_.jpg
793,Possession,A.S. Byatt,3.90,81996,12843,175,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391124124i/41219._SY75_.jpg
794,Papillon,Henri Charrière,4.23,72629,12830,178,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865561i/6882._SY75_.jpg
795,The Polymorph,Max Nowaz (Goodreads Author),4.28,15503,12785,136,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1675618392i/101265124._SY75_.jpg
796,Archer's Voice,Mia Sheridan (Goodreads Author),4.19,584546,12779,145,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656593818i/32822135._SY75_.jpg
797,"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward (Goodreads Author),4.31,137589,12734,167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351276662i/304027._SY75_.jpg
798,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly Jackson (Goodreads Author),4.27,650373,12692,140,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588319723i/51335759._SY75_.jpg
799,The Blind Assassin,Margaret Atwood (Goodreads Author),3.96,159404,12678,176,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445426i/78433._SY75_.jpg
800,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus (Goodreads Author),3.92,957838,12660,142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632078539i/58679358._SY75_.jpg
801,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.27,304662,12600,176,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015i/16328._SY75_.jpg
802,The Agony and the Ecstasy,Irving Stone,4.09,92301,12566,167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879079i/321552._SY75_.jpg
803,"The Death Cure (The Maze Runner, #3)",James Dashner (Goodreads Author),3.78,474353,12561,163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303997647i/7864437._SY75_.jpg
804,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.85,721316,12556,178,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461611233i/452306._SY75_.jpg
805,House of Sand and Fog,Andre Dubus III,3.86,134605,12552,179,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519083021i/38311414._SX50_.jpg
806,The Sirens of Titan,Kurt Vonnegut Jr.,4.15,149451,12527,155,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419363185i/4982._SY75_.jpg
807,Cosmos,Carl Sagan,4.40,152320,12516,167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388620656i/55030._SX50_.jpg
808,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,281878,12497,196,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486837149i/131359._SY75_.jpg
809,"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters (Goodreads Author),4.00,41460,12472,133,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372821993i/18134894._SY75_.jpg
810,"Odd Thomas (Odd Thomas, #1)",Dean Koontz (Goodreads Author),3.99,272623,12447,169,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388245669i/14995._SY75_.jpg
811,The Very Secret Society of Irregular Witches,Sangu Mandanna (Goodreads Author),4.07,260142,12433,132,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643062993i/60018635._SX50_.jpg
812,If We Were Villains,M.L. Rio (Goodreads Author),4.13,343933,12422,136,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480717682i/30319086._SY75_.jpg
813,"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole (Goodreads Author),4.04,55050,12416,133,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398707039i/22020052._SY75_.jpg
814,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas (Goodreads Author),4.46,903589,12409,141,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559142847i/44778083._SY75_.jpg
815,Under the Dome,Stephen King (Goodreads Author),3.92,311540,12333,171,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511289992i/6320534._SY75_.jpg
816,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.01,874273,12320,163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550917827i/1202._SX50_.jpg
817,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.25,97184,12319,194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604058784i/76401._SX50_.jpg
818,Veronika Decides to Die,Paulo Coelho (Goodreads Author),3.73,231544,12304,152,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348139939i/1431._SY75_.jpg
819,How to Win Friends & Influence People,Dale Carnegie,4.23,1068180,12293,171,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442726934i/4865._SX50_.jpg
820,Geek Love,Katherine Dunn,3.95,70142,12167,150,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636594691i/13872._SY75_.jpg
821,"Prodigy (Legend, #2)",Marie Lu (Goodreads Author),4.22,272445,12096,150,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336254717i/13414446._SY75_.jpg
822,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.69,182100,12090,155,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327714834i/4953._SY75_.jpg
823,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.06,177402,12071,171,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256626i/40024._SY75_.jpg
824,Corelli’s Mandolin,Louis de Bernières,4.03,90580,12067,163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479680795i/3388._SY75_.jpg
825,A Winter Grave,Peter May (Goodreads Author),4.08,8439,12008,127,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671083731i/67998095._SY75_.jpg
826,"The Girl in the Eagle's Talons (Millennium, #7)",Karin Smirnoff,3.43,16588,11957,127,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698252152i/75523433._SX50_.jpg
827,The Elegance of the Hedgehog,Muriel Barbery,3.80,191886,11946,152,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347755370i/2967752._SY75_.jpg
828,"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole (Goodreads Author),4.41,27887,11928,127,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429054401i/22107214._SY75_.jpg
829,The Witch of Blackbird Pond,Elizabeth George Speare,4.02,156247,11910,170,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345499790i/703292._SY75_.jpg
830,Anthem,Ayn Rand,3.61,161377,11908,157,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190459i/667._SY75_.jpg
831,"Tempted (House of Night, #6)",P.C. Cast (Goodreads Author),3.95,171029,11889,163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408633041i/6262365._SY75_.jpg
832,"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly Jackson (Goodreads Author),4.20,465973,11854,127,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1623112782i/56905097._SY75_.jpg
833,The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,4.24,88825,11846,130,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327389004i/323355._SX50_.jpg
834,The Aeneid,Virgil,3.87,136176,11842,173,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923968i/12914._SY75_.jpg
835,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter (Goodreads Author),3.84,191417,11786,148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334491180i/852470._SX50_.jpg
836,"Love Story (Love Story, #1)",Erich Segal,3.65,62552,11740,184,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388812297i/73968._SY75_.jpg
837,Prodigal Summer,Barbara Kingsolver,4.04,120149,11733,162,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426308771i/14249._SY75_.jpg
838,The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher (Goodreads Author),3.81,4007,11723,121,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388535774i/18300212._SY75_.jpg
839,Jitterbug Perfume,Tom Robbins,4.23,78510,11722,148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607752i/8682._SY75_.jpg
840,Ficciones,Jorge Luis Borges,4.41,72723,11683,141,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621713120i/426504._SY75_.jpg
841,"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith (Goodreads Author),3.81,270554,11678,180,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459953654i/7061._SY75_.jpg
842,Howl and Other Poems,Allen Ginsberg,4.13,115645,11641,164,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668784961i/6295._SX50_.jpg
843,Ivanhoe,Walter Scott,3.76,96846,11625,176,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1715643510i/6440._SY75_.jpg
844,"The High Auction (Wisdom Revolution, #1)",Misba (Goodreads Author),4.70,16441,11609,119,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643167769i/60215314._SY75_.jpg
845,"Scythe (Arc of a Scythe, #1)",Neal Shusterman (Goodreads Author),4.32,362133,11607,128,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456172676i/28954189._SY75_.jpg
846,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas (Goodreads Author),4.18,3461259,11591,130,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620324329i/50659467._SY75_.jpg
847,"The Oldest Dance (Wisdom Revolution, #2)",Misba (Goodreads Author),4.71,13506,11562,119,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643167654i/60215458._SY75_.jpg
848,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,3.95,161682,11508,157,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371584712i/2052._SY75_.jpg
849,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,3.99,114157,11502,154,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450516880i/164154._SY75_.jpg
850,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,4.18,209600,11475,191,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165640023i/7770._SX50_.jpg
851,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,4.32,176061,11465,146,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424904668i/9532._SY75_.jpg
852,Digital Fortress,Dan Brown (Goodreads Author),3.70,650607,11443,149,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360095966i/11125._SY75_.jpg
853,Message in a Bottle,Nicholas Sparks (Goodreads Author),3.98,243290,11432,166,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1163789140i/3478._SY75_.jpg
854,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.00,403605,11416,158,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407111017i/34497._SY75_.jpg
855,The Story of My Life,Helen Keller,4.08,149221,11399,192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320429331i/821611._SY75_.jpg
856,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella (Goodreads Author),3.71,784084,11383,151,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546503932i/9416._SX50_.jpg
857,"Princess Academy (Princess Academy, #1)",Shannon Hale (Goodreads Author),4.04,119405,11367,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349410861i/85990._SY75_.jpg
858,The Magic Mountain,Thomas Mann,4.13,53551,11361,146,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645738968i/88077._SY75_.jpg
859,Mistress Suffragette,Diana Forbes (Goodreads Author),4.29,4591,11360,127,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489112488i/34521870._SX50_.jpg
860,Twenty Years Later,Charlie Donlea (Goodreads Author),4.20,137814,11356,119,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632079606i/57645345._SY75_.jpg
861,Keep It in the Family,John Marrs (Goodreads Author),4.08,141979,11345,120,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645979128i/60109530._SY75_.jpg
862,"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,4.13,162725,11330,132,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327918185i/6325285._SX50_.jpg
863,Swan Song,Robert McCammon,4.30,71677,11329,129,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445981000i/11557._SY75_.jpg
864,"Inara (Godfrey Davis, #3)",A.R. Merrydew (Goodreads Author),4.36,6427,11304,124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1719253079i/215186841._SY75_.jpg
865,Around the World in Eighty Days,Jules Verne,3.95,264998,11299,180,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684014860i/54479._SY75_.jpg
866,It's Kind of a Funny Story,Ned Vizzini,4.08,257429,11294,130,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420629730i/248704._SX50_.jpg
867,"Fablehaven (Fablehaven, #1)",Brandon Mull (Goodreads Author),4.13,171539,11278,140,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460309528i/44652._SX50_.jpg
868,The Midnight Library,Matt Haig (Goodreads Author),3.99,2101951,11241,132,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602190253i/52578297._SY75_.jpg
869,The White Tiger,Aravind Adiga,3.77,197397,11238,129,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710937569i/1768603._SY75_.jpg
870,The Invention of Hugo Cabret,Brian Selznick,4.22,186527,11205,148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422312376i/9673436._SY75_.jpg
871,Walk Two Moons,Sharon Creech,4.00,170578,11198,144,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389035862i/53496._SY75_.jpg
872,Orlando,Virginia Woolf,3.88,103081,11180,152,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443118010i/18839._SY75_.jpg
873,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris (Goodreads Author),3.96,258471,11179,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501808i/110494._SY75_.jpg
874,Project Hail Mary,Andy Weir (Goodreads Author),4.50,722322,11168,125,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597695864i/54493401._SY75_.jpg
875,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris (Goodreads Author),4.02,241273,11166,162,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501590i/140082._SY75_.jpg
876,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir (Goodreads Author),4.25,317567,11097,126,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519425615i/27774758._SY75_.jpg
877,"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,3.92,102414,11090,144,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428057864i/27266._SY75_.jpg
878,Because of Winn-Dixie,Kate DiCamillo (Goodreads Author),4.10,267995,11070,157,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456871914i/357664._SX50_.jpg
879,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,4.12,144076,11068,135,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399844477i/10374._SY75_.jpg
880,"Antigone (The Theban Plays, #3)",Sophocles,3.67,164762,11060,169,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486701308i/7728._SY75_.jpg
881,The Shell Seekers,Rosamunde Pilcher,4.19,115182,11056,169,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385213408i/37095._SY75_.jpg
882,Meditations,Marcus Aurelius,4.28,294568,11029,137,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421618636i/30659._SY75_.jpg
883,Angle of Repose,Wallace Stegner,4.24,60497,11015,142,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329151576i/292408._SY75_.jpg
884,Song of Solomon,Toni Morrison,4.15,119659,11014,157,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632283992i/11334._SY75_.jpg
885,The Power of Myth,Joseph Campbell,4.26,52419,10983,156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878742i/35519._SY75_.jpg
886,Holy Bible: New International Version,Anonymous,4.62,92446,10971,139,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631965680i/280111._SY75_.jpg
887,"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward (Goodreads Author),4.28,140370,10962,147,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389646548i/42898._SY75_.jpg
888,"Powerless (The Powerless Trilogy, #1)",Lauren Roberts (Goodreads Author),4.18,560806,10957,114,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1672676191i/75513900._SX50_.jpg
889,One Day,David Nicholls,3.86,384800,10951,133,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873020i/6280118._SY75_.jpg
890,"The Passage (The Passage, #1)",Justin Cronin (Goodreads Author),4.05,217619,10940,135,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874267i/6690798._SY75_.jpg
891,The Jungle Books,Rudyard Kipling,4.01,88280,10906,184,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349066474i/41684._SY75_.jpg
892,The Corrections,Jonathan Franzen,3.84,190464,10885,148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355011305i/3805._SY75_.jpg
893,The Marriage Portrait,Maggie O'Farrell (Goodreads Author),4.01,172917,10852,114,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655741851i/60353768._SX50_.jpg
894,"A Darker Shade of Magic (Shades of Magic, #1)",Victoria E. Schwab (Goodreads Author),4.04,395241,10819,123,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400322851i/22055262._SY75_.jpg
895,"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,4.22,149386,10786,126,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358810128i/16081272._SY75_.jpg
896,"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger (Goodreads Author),4.40,93833,10765,118,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326469854i/12842828._SX50_.jpg
897,Cryptonomicon,Neal Stephenson (Goodreads Author),4.23,114623,10760,129,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327931476i/816._SY75_.jpg
898,Naked Lunch,William S. Burroughs,3.46,95168,10737,133,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407330990i/7437._SY75_.jpg
899,"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward (Goodreads Author),4.36,117770,10710,143,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321039998i/5098079._SY75_.jpg
900,An Abundance of Katherines,John Green (Goodreads Author),3.51,540162,10691,132,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206426i/49750._SY75_.jpg
901,"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton (Goodreads Author),3.96,682450,10655,113,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628900532i/58763686._SX50_.jpg
902,"Small Gods (Discworld, #13)",Terry Pratchett,4.32,127203,10613,135,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390899426i/34484._SY75_.jpg
